target_id,method,oracle_type,num_candidates,oracle_candidate,oracle_tm_like,oracle_rmsd,oracle_contact_f1,oracle_multi_metric_quality,selected_top1_candidate,selected_top1_tm_like,selected_top1_rmsd,selected_top1_contact_f1,selected_top1_multi_metric_quality,selected_best_in_top5_candidate,best_of_5_tm_like,best_of_5_rmsd,best_of_5_contact_f1,best_of_5_multi_metric_quality,tm_like_regret,rmsd_regret,multi_metric_regret,oracle_in_top5
R1107,hybrid,tm_like,131,casp15_R1107TS232_1,0.31765285864478204,4.231155566751422,0.842809364548495,0.4593171674836568,casp15_R1107TS285_3,0.02003312733826412,20.191287409491654,0.35534591194968557,0.11962530635477735,casp15_R1107TS054_4,0.11913977534152534,7.849785699594579,0.7057101024890191,0.2891538847186972,0.1985130833032567,3.6186301328431574,0.17016328276495962,False
R1107,hybrid,multi_metric,131,casp15_R1107TS232_1,0.31765285864478204,4.231155566751422,0.842809364548495,0.4593171674836568,casp15_R1107TS285_3,0.02003312733826412,20.191287409491654,0.35534591194968557,0.11962530635477735,casp15_R1107TS054_4,0.11913977534152534,7.849785699594579,0.7057101024890191,0.2891538847186972,0.1985130833032567,3.6186301328431574,0.17016328276495962,False
R1107,contact,tm_like,131,casp15_R1107TS232_1,0.31765285864478204,4.231155566751422,0.842809364548495,0.4593171674836568,casp15_R1107TS285_3,0.02003312733826412,20.191287409491654,0.35534591194968557,0.11962530635477735,casp15_R1107TS054_4,0.11913977534152534,7.849785699594579,0.7057101024890191,0.2891538847186972,0.1985130833032567,3.6186301328431574,0.17016328276495962,False
R1107,contact,multi_metric,131,casp15_R1107TS232_1,0.31765285864478204,4.231155566751422,0.842809364548495,0.4593171674836568,casp15_R1107TS285_3,0.02003312733826412,20.191287409491654,0.35534591194968557,0.11962530635477735,casp15_R1107TS054_4,0.11913977534152534,7.849785699594579,0.7057101024890191,0.2891538847186972,0.1985130833032567,3.6186301328431574,0.17016328276495962,False
R1107,low_clash,tm_like,131,casp15_R1107TS232_1,0.31765285864478204,4.231155566751422,0.842809364548495,0.4593171674836568,casp15_R1107TS029_1,0.02931192335708301,16.613088492192265,0.5825242718446603,0.19381003173550201,casp15_R1107TS029_1,0.02931192335708301,16.613088492192265,0.5825242718446603,0.19381003173550201,0.28834093528769905,12.381932925440843,0.26550713574815477,False
R1107,low_clash,multi_metric,131,casp15_R1107TS232_1,0.31765285864478204,4.231155566751422,0.842809364548495,0.4593171674836568,casp15_R1107TS029_1,0.02931192335708301,16.613088492192265,0.5825242718446603,0.19381003173550201,casp15_R1107TS029_2,0.028970605911815644,16.713603234918327,0.6048237476808905,0.20027801814694732,0.2886822527329664,12.482447668166905,0.25903914933670946,False
R1107,compact,tm_like,131,casp15_R1107TS232_1,0.31765285864478204,4.231155566751422,0.842809364548495,0.4593171674836568,casp15_R1107TS285_3,0.02003312733826412,20.191287409491654,0.35534591194968557,0.11962530635477735,casp15_R1107TS125_1,0.12092405083185696,7.783761935127176,0.7098765432098765,0.29156359600367,0.19672880781292507,3.552606368375754,0.16775357147998682,False
R1107,compact,multi_metric,131,casp15_R1107TS232_1,0.31765285864478204,4.231155566751422,0.842809364548495,0.4593171674836568,casp15_R1107TS285_3,0.02003312733826412,20.191287409491654,0.35534591194968557,0.11962530635477735,casp15_R1107TS125_1,0.12092405083185696,7.783761935127176,0.7098765432098765,0.29156359600367,0.19672880781292507,3.552606368375754,0.16775357147998682,False
R1108,hybrid,tm_like,115,casp15_R1108TS232_4,0.32624213229337845,4.148724446451005,0.8506944444444444,0.4672657193240293,casp15_R1108TS385_4,0.01823586524577511,21.18229847426629,0.33114754098360655,0.11119757470483578,casp15_R1108TS470_5,0.08320011070275123,9.583143979048621,0.6430868167202572,0.24700611697286545,0.2430420215906272,5.434419532597617,0.22025960235116387,False
R1108,hybrid,multi_metric,115,casp15_R1108TS232_4,0.32624213229337845,4.148724446451005,0.8506944444444444,0.4672657193240293,casp15_R1108TS385_4,0.01823586524577511,21.18229847426629,0.33114754098360655,0.11119757470483578,casp15_R1108TS470_5,0.08320011070275123,9.583143979048621,0.6430868167202572,0.24700611697286545,0.2430420215906272,5.434419532597617,0.22025960235116387,False
R1108,contact,tm_like,115,casp15_R1108TS232_4,0.32624213229337845,4.148724446451005,0.8506944444444444,0.4672657193240293,casp15_R1108TS385_4,0.01823586524577511,21.18229847426629,0.33114754098360655,0.11119757470483578,casp15_R1108TS470_5,0.08320011070275123,9.583143979048621,0.6430868167202572,0.24700611697286545,0.2430420215906272,5.434419532597617,0.22025960235116387,False
R1108,contact,multi_metric,115,casp15_R1108TS232_4,0.32624213229337845,4.148724446451005,0.8506944444444444,0.4672657193240293,casp15_R1108TS385_4,0.01823586524577511,21.18229847426629,0.33114754098360655,0.11119757470483578,casp15_R1108TS470_5,0.08320011070275123,9.583143979048621,0.6430868167202572,0.24700611697286545,0.2430420215906272,5.434419532597617,0.22025960235116387,False
R1108,low_clash,tm_like,115,casp15_R1108TS232_4,0.32624213229337845,4.148724446451005,0.8506944444444444,0.4672657193240293,casp15_R1108TS029_1,0.03100211050698887,16.139812112622636,0.64030131826742,0.21224176730976876,casp15_R1108TS029_2,0.03200195568022,15.87748347260708,0.5720250521920669,0.19240878684976306,0.29424017661315843,11.728759026156077,0.27485693247426624,False
R1108,low_clash,multi_metric,115,casp15_R1108TS232_4,0.32624213229337845,4.148724446451005,0.8506944444444444,0.4672657193240293,casp15_R1108TS029_1,0.03100211050698887,16.139812112622636,0.64030131826742,0.21224176730976876,casp15_R1108TS029_1,0.03100211050698887,16.139812112622636,0.64030131826742,0.21224176730976876,0.2952400217863896,11.99108766617163,0.25502395201426054,False
R1108,compact,tm_like,115,casp15_R1108TS232_4,0.32624213229337845,4.148724446451005,0.8506944444444444,0.4672657193240293,casp15_R1108TS385_4,0.01823586524577511,21.18229847426629,0.33114754098360655,0.11119757470483578,casp15_R1108TS470_5,0.08320011070275123,9.583143979048621,0.6430868167202572,0.24700611697286545,0.2430420215906272,5.434419532597617,0.22025960235116387,False
R1108,compact,multi_metric,115,casp15_R1108TS232_4,0.32624213229337845,4.148724446451005,0.8506944444444444,0.4672657193240293,casp15_R1108TS385_4,0.01823586524577511,21.18229847426629,0.33114754098360655,0.11119757470483578,casp15_R1108TS470_5,0.08320011070275123,9.583143979048621,0.6430868167202572,0.24700611697286545,0.2430420215906272,5.434419532597617,0.22025960235116387,False
R1116,hybrid,tm_like,145,casp15_R1116TS285_5,0.08081818594290645,15.168135076218617,0.43412033511043413,0.1827679213960194,casp15_R1116TS177_1,0.0149688815885546,36.48516576363336,0.09039548022598869,0.0368484171003571,casp15_R1116TS238_2,0.052994016123511525,19.012926516896588,0.34313137372525493,0.13706705126027935,0.027824169819394923,3.8447914406779713,0.04570087013574006,False
R1116,hybrid,multi_metric,145,casp15_R1116TS285_5,0.08081818594290645,15.168135076218617,0.43412033511043413,0.1827679213960194,casp15_R1116TS177_1,0.0149688815885546,36.48516576363336,0.09039548022598869,0.0368484171003571,casp15_R1116TS238_2,0.052994016123511525,19.012926516896588,0.34313137372525493,0.13706705126027935,0.027824169819394923,3.8447914406779713,0.04570087013574006,False
R1116,contact,tm_like,145,casp15_R1116TS285_5,0.08081818594290645,15.168135076218617,0.43412033511043413,0.1827679213960194,casp15_R1116TS177_1,0.0149688815885546,36.48516576363336,0.09039548022598869,0.0368484171003571,casp15_R1116TS238_2,0.052994016123511525,19.012926516896588,0.34313137372525493,0.13706705126027935,0.027824169819394923,3.8447914406779713,0.04570087013574006,False
R1116,contact,multi_metric,145,casp15_R1116TS285_5,0.08081818594290645,15.168135076218617,0.43412033511043413,0.1827679213960194,casp15_R1116TS177_1,0.0149688815885546,36.48516576363336,0.09039548022598869,0.0368484171003571,casp15_R1116TS238_2,0.052994016123511525,19.012926516896588,0.34313137372525493,0.13706705126027935,0.027824169819394923,3.8447914406779713,0.04570087013574006,False
R1116,low_clash,tm_like,145,casp15_R1116TS285_5,0.08081818594290645,15.168135076218617,0.43412033511043413,0.1827679213960194,casp15_R1116TS029_1,0.038798431073809286,22.3864989132845,0.18323863636363635,0.08019057110706694,casp15_R1116TS029_1,0.038798431073809286,22.3864989132845,0.18323863636363635,0.08019057110706694,0.04201975486909716,7.218363837065882,0.10257735028895247,False
R1116,low_clash,multi_metric,145,casp15_R1116TS285_5,0.08081818594290645,15.168135076218617,0.43412033511043413,0.1827679213960194,casp15_R1116TS029_1,0.038798431073809286,22.3864989132845,0.18323863636363635,0.08019057110706694,casp15_R1116TS035_1,0.02337081974214672,29.07461014702876,0.291350531107739,0.10259619216471706,0.05744736620075973,13.906475070810144,0.08017172923130235,False
R1116,compact,tm_like,145,casp15_R1116TS285_5,0.08081818594290645,15.168135076218617,0.43412033511043413,0.1827679213960194,casp15_R1116TS177_1,0.0149688815885546,36.48516576363336,0.09039548022598869,0.0368484171003571,casp15_R1116TS245_5,0.021679229463113694,30.213757613014966,0.23671497584541062,0.0851059919046471,0.059138956479792754,15.04562253679635,0.09766192949137231,False
R1116,compact,multi_metric,145,casp15_R1116TS285_5,0.08081818594290645,15.168135076218617,0.43412033511043413,0.1827679213960194,casp15_R1116TS177_1,0.0149688815885546,36.48516576363336,0.09039548022598869,0.0368484171003571,casp15_R1116TS245_5,0.021679229463113694,30.213757613014966,0.23671497584541062,0.0851059919046471,0.059138956479792754,15.04562253679635,0.09766192949137231,False
R1117,hybrid,tm_like,153,casp15_R1117TS232_1,0.3678080341841366,1.558263815380722,0.9577464788732395,0.5263991658816607,casp15_R1117TS235_3,0.0880939051696551,3.824099937998924,0.7901234567901234,0.29429807539731284,casp15_R1117TS238_2,0.09977974565896701,3.5700993278986055,0.8178137651821863,0.31020096423298443,0.2680282885251696,2.0118355125178837,0.21619820164867626,False
R1117,hybrid,multi_metric,153,casp15_R1117TS232_1,0.3678080341841366,1.558263815380722,0.9577464788732395,0.5263991658816607,casp15_R1117TS235_3,0.0880939051696551,3.824099937998924,0.7901234567901234,0.29429807539731284,casp15_R1117TS235_5,0.09456188650679227,3.6778873875229516,0.8828828828828829,0.3263300910942798,0.27324614767734434,2.1196235721422294,0.2000690747873809,False
R1117,contact,tm_like,153,casp15_R1117TS232_1,0.3678080341841366,1.558263815380722,0.9577464788732395,0.5263991658816607,casp15_R1117TS235_3,0.0880939051696551,3.824099937998924,0.7901234567901234,0.29429807539731284,casp15_R1117TS238_2,0.09977974565896701,3.5700993278986055,0.8178137651821863,0.31020096423298443,0.2680282885251696,2.0118355125178837,0.21619820164867626,False
R1117,contact,multi_metric,153,casp15_R1117TS232_1,0.3678080341841366,1.558263815380722,0.9577464788732395,0.5263991658816607,casp15_R1117TS235_3,0.0880939051696551,3.824099937998924,0.7901234567901234,0.29429807539731284,casp15_R1117TS235_5,0.09456188650679227,3.6778873875229516,0.8828828828828829,0.3263300910942798,0.27324614767734434,2.1196235721422294,0.2000690747873809,False
R1117,low_clash,tm_like,153,casp15_R1117TS232_1,0.3678080341841366,1.558263815380722,0.9577464788732395,0.5263991658816607,casp15_R1117TS029_1,0.09382809396776964,3.6937368774419053,0.8598130841121495,0.3189321863126951,casp15_R1117TS029_1,0.09382809396776964,3.6937368774419053,0.8598130841121495,0.3189321863126951,0.27397994021636696,2.135473062061183,0.2074669795689656,False
R1117,low_clash,multi_metric,153,casp15_R1117TS232_1,0.3678080341841366,1.558263815380722,0.9577464788732395,0.5263991658816607,casp15_R1117TS029_1,0.09382809396776964,3.6937368774419053,0.8598130841121495,0.3189321863126951,casp15_R1117TS029_1,0.09382809396776964,3.6937368774419053,0.8598130841121495,0.3189321863126951,0.27397994021636696,2.135473062061183,0.2074669795689656,False
R1117,compact,tm_like,153,casp15_R1117TS232_1,0.3678080341841366,1.558263815380722,0.9577464788732395,0.5263991658816607,casp15_R1117TS235_3,0.0880939051696551,3.824099937998924,0.7901234567901234,0.29429807539731284,casp15_R1117TS235_1,0.10337817737078828,3.500397157371671,0.820754716981132,0.313422230385352,0.2644298568133483,1.9421333419909488,0.2129769354963087,False
R1117,compact,multi_metric,153,casp15_R1117TS232_1,0.3678080341841366,1.558263815380722,0.9577464788732395,0.5263991658816607,casp15_R1117TS235_3,0.0880939051696551,3.824099937998924,0.7901234567901234,0.29429807539731284,casp15_R1117TS235_1,0.10337817737078828,3.500397157371671,0.820754716981132,0.313422230385352,0.2644298568133483,1.9421333419909488,0.2129769354963087,False
R1126,hybrid,tm_like,140,casp15_R1126TS232_4,0.36933175309101146,9.045281682888591,0.8259449370041998,0.4878491206104174,casp15_R1126TS238_3,0.03229554729982399,37.8904691150268,0.22665558326406207,0.0852697724596414,casp15_R1126TS470_5,0.03422851331307942,36.76826256555085,0.2672880715455347,0.10243495511716202,0.33510323977793205,27.722980882662256,0.38541416549325536,False
