target_id,candidate_id,candidate_path,candidate_source,native_path,has_native,num_residues,radius_of_gyration,end_to_end_distance,contact_density,long_range_contact_density,clashes_per_residue,backbone_break_fraction,compactness,true_rmsd,true_tm_like,contact_map_precision,contact_map_recall,contact_map_f1,multi_metric_quality,aligned_residue_count,usalign_tm,usalign_rmsd,usalign_aligned,usalign_coverage,usalign_seq_id,label_metric,true_quality,true_rmsd_used,score_contact,score_low_clash,score_compact,score_hybrid,size_deviation,score_plausibility
R1107,casp15_R1107TS029_1,data/casp15_rna/candidates/R1107/casp15_R1107TS029_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,27.133735608474062,17.326969209876257,0.061381074168797956,0.11316763617133792,0.0,0.0,2.5429597476983985,16.613088492192265,0.02931192335708301,0.7009345794392523,0.4983388704318937,0.5825242718446603,0.19381003173550201,69,0.2762,4.28,40.0,0.5797101449275363,0.775,usalign_tm,0.2762,4.28,0.2607115489727321,0.14976494322440448,-0.5468790028218407,0.08383151674383443,0.1062623514028127,0.45011705782787165
R1107,casp15_R1107TS029_2,data/casp15_rna/candidates/R1107/casp15_R1107TS029_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,26.501652182543957,15.55037761599377,0.06777493606138107,0.12585933368588048,0.0,0.0,2.603611160584078,16.713603234918327,0.028970605911815644,0.6848739495798319,0.5415282392026578,0.6048237476808905,0.20027801814694732,69,0.2801,3.81,41.0,0.5942028985507246,0.756,usalign_tm,0.2801,3.81,0.43474301308991353,0.14976494322440448,-0.5261398501866621,0.16644326221019756,0.0826916188669986,0.6035767277280732
R1107,casp15_R1107TS035_1,data/casp15_rna/candidates/R1107/casp15_R1107TS035_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,30.59552202323039,4.92071580158822,0.06777493606138107,0.09518773135906927,0.0,0.0,2.2552319157155796,20.970480616759005,0.018599231660073278,0.46111111111111114,0.2757475083056478,0.3451143451143451,0.11562380411335116,69,0.2326,4.36,43.0,0.6231884057971014,0.419,usalign_tm,0.2326,4.36,0.30061247569668204,0.14976494322440448,-0.649305828008051,0.09063297609703079,0.2263382004467971,-0.12753324380070982
R1107,casp15_R1107TS035_2,data/casp15_rna/candidates/R1107/casp15_R1107TS035_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,31.792483788349603,6.035796716258759,0.06990622335890878,0.08461131676361713,0.0,0.0,2.170324227859193,22.52075435133242,0.016166687183500256,0.475,0.25249169435215946,0.32971800433839477,0.10942374797079359,69,0.1928,4.93,38.0,0.5507246376811594,0.368,usalign_tm,0.1928,4.93,0.2938702905114239,0.14976494322440448,-0.6810619124002785,0.08315504411795024,0.26471444429923574,-0.33327261258831314
R1107,casp15_R1107TS035_3,data/casp15_rna/candidates/R1107/casp15_R1107TS035_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,31.561968571753305,7.932799631908017,0.0733162830349531,0.09783183500793231,0.0,0.0,2.186175353953583,21.86890294149601,0.017128065618702924,0.4486486486486487,0.2757475083056478,0.34156378600823045,0.11360237845462604,69,0.2106,4.45,34.0,0.4927536231884058,0.676,usalign_tm,0.2106,4.45,0.41490073613594514,0.14976494322440448,-0.6750718975163106,0.1409073840299167,0.25743741087043315,-0.24521517318593414
R1107,casp15_R1107TS035_4,data/casp15_rna/candidates/R1107/casp15_R1107TS035_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,33.15925498154168,7.142273167556671,0.06905370843989769,0.10364886303543099,0.0,0.0,2.080866954264876,23.133650621153055,0.01533436563900856,0.41836734693877553,0.2724252491694352,0.3299798792756539,0.10896130144805175,69,0.1507,4.58,28.0,0.4057971014492754,0.429,usalign_tm,0.1507,4.58,0.36131983780984567,0.14976494322440448,-0.7154414880982352,0.1154244553567143,0.30680640393774405,-0.4249487420973976
R1107,casp15_R1107TS035_5,data/casp15_rna/candidates/R1107/casp15_R1107TS035_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,32.21007818878986,9.19454838477671,0.07161125319693094,0.08461131676361713,0.0,0.0,2.142186599280831,22.33513668508744,0.016432078652254652,0.425,0.22591362126245848,0.29501084598698485,0.09918410492006098,69,0.2407,4.0,34.0,0.4927536231884058,0.265,usalign_tm,0.2407,4.0,0.32547806991997086,0.14976494322440448,-0.6917682048644653,0.09667223396903671,0.2777639321167684,-0.387504852349214
R1107,casp15_R1107TS054_1,data/casp15_rna/candidates/R1107/casp15_R1107TS054_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,22.361805084276607,40.21998136498822,0.07672634271099744,0.17715494447382338,0.0,0.0,3.0856183860979094,8.211504258970882,0.1100038896806661,0.6507462686567164,0.7242524916943521,0.6855345911949685,0.2771629056509235,69,0.3683,3.64,58.0,0.8405797101449275,0.397,usalign_tm,0.3683,3.64,0.8250056157976036,0.14976494322440448,-0.36902945496729994,0.36537686907427186,0.08716108538713208,0.8093238760110775
R1107,casp15_R1107TS054_2,data/casp15_rna/candidates/R1107/casp15_R1107TS054_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,21.537957529182766,30.380070523288783,0.08354646206308611,0.16023268112109995,0.0,0.0,3.20364624653301,6.1155102483346475,0.18223387088634999,0.7953795379537953,0.8006644518272426,0.7980132450331127,0.3578559895860613,69,0.3718,3.95,62.0,0.8985507246376812,0.742,usalign_tm,0.3718,3.95,0.8774336783182846,0.14976494322440448,-0.33221467218172895,0.3882320803516297,0.12469861368968926,0.5793189713689819
R1107,casp15_R1107TS054_3,data/casp15_rna/candidates/R1107/casp15_R1107TS054_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,21.329529665368895,34.5057468402004,0.07885763000852515,0.1850872554204125,0.0,0.0,3.2349516303248973,8.097393674066502,0.11277403354226972,0.6457142857142857,0.7508305647840532,0.6943164362519202,0.2815980526780514,69,0.3739,3.87,55.0,0.7971014492753623,0.764,usalign_tm,0.3739,3.87,0.8992042721427437,0.14976494322440448,-0.32253802364605877,0.40424927482132045,0.13442297683386695,0.6475975721619589
R1107,casp15_R1107TS054_4,data/casp15_rna/candidates/R1107/casp15_R1107TS054_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,21.23386443222001,32.61171441368884,0.08226768968456948,0.20200951877313592,0.0,0.0,3.2495261034903344,7.849785699594579,0.11913977534152534,0.6308900523560209,0.8006644518272426,0.7057101024890191,0.2891538847186972,69,0.3681,3.57,55.0,0.7971014492753623,0.4,usalign_tm,0.3681,3.57,1.0364228860733447,0.14976494322440448,-0.3180449345860078,0.47006365233859726,0.13891817258917039,0.7029190868669404
R1107,casp15_R1107TS054_5,data/casp15_rna/candidates/R1107/casp15_R1107TS054_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,21.44880199414986,32.32612913727841,0.0733162830349531,0.18402961396086726,0.0,0.0,3.2169627376790992,7.778071206973043,0.1210796284014179,0.6637931034482759,0.7674418604651163,0.7118644067796611,0.29226108049481997,69,0.3958,3.03,54.0,0.782608695652174,0.759,usalign_tm,0.3958,3.03,0.7918537981203715,0.14976494322440448,-0.32809415383707163,0.35525874469759844,0.12884666596709637,0.6661469174241963
R1107,casp15_R1107TS076_1,data/casp15_rna/candidates/R1107/casp15_R1107TS076_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,25.681317454612387,21.669377333001517,0.06521739130434782,0.1348492860920148,0.0,0.0,2.686777944128781,20.82548956235183,0.01885421612726682,0.27058823529411763,0.2292358803986711,0.24820143884892085,0.08671567213739968,69,0.232,4.37,41.0,0.5942028985507246,0.512,usalign_tm,0.232,4.37,0.4266454670061436,0.14976494322440448,-0.4981065431970336,0.16685272560928427,0.051248321562715304,0.7735657448313646
R1107,casp15_R1107TS076_2,data/casp15_rna/candidates/R1107/casp15_R1107TS076_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,27.686298906181975,24.265921659809255,0.06436487638533675,0.1348492860920148,0.0,0.0,2.4922073456479907,20.689575951985013,0.019097996984600983,0.34901960784313724,0.2956810631229236,0.32014388489208634,0.10845686350761653,69,0.2553,3.78,32.0,0.463768115942029,0.281,usalign_tm,0.2553,3.78,0.4108415773018702,0.14976494322440448,-0.564439554545753,0.15485686317906788,0.12642220780796087,0.4611513206320194
R1107,casp15_R1107TS076_3,data/casp15_rna/candidates/R1107/casp15_R1107TS076_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,25.220569141497304,45.193059522453225,0.059676044330775786,0.11369645690111052,0.0,0.0,2.7358620210757687,19.763825416298722,0.020890772703666443,0.3627906976744186,0.2591362126245847,0.3023255813953489,0.10427667667598785,69,0.2987,3.09,35.0,0.5072463768115942,0.4,usalign_tm,0.2987,3.09,0.23141636503648205,0.14976494322440448,-0.48176578825049754,0.0756065475049652,0.03314443865901229,0.7562996771803975
R1107,casp15_R1107TS076_4,data/casp15_rna/candidates/R1107/casp15_R1107TS076_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,27.7546758339218,36.26454049067767,0.06223358908780904,0.12797461660497092,0.0,0.0,2.486067498205135,23.462787657053504,0.014913532024080389,0.35537190082644626,0.2857142857142857,0.3167587476979742,0.10472142012504451,69,0.2293,4.68,38.0,0.5507246376811594,0.5,usalign_tm,0.2293,4.68,0.3412681119013242,0.14976494322440448,-0.5665773144034103,0.121891494212911,0.1288888658250591,0.4208364193805942
R1107,casp15_R1107TS076_5,data/casp15_rna/candidates/R1107/casp15_R1107TS076_5.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,24.62852564391512,35.07005084113794,0.06351236146632566,0.1285034373347435,0.0,0.0,2.8016292244200316,18.90230569259119,0.022794071513518834,0.32098765432098764,0.2591362126245847,0.28676470588235287,0.1008455582484931,69,0.228,3.47,32.0,0.463768115942029,0.281,usalign_tm,0.228,3.47,0.3672865419300315,0.14976494322440448,-0.4600917866303848,0.14163664941091414,0.009389891473976952,0.9197736424863578
R1107,casp15_R1107TS081_1,data/casp15_rna/candidates/R1107/casp15_R1107TS081_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,25.059122370150813,57.26031287025945,0.07033248081841433,0.12585933368588048,0.0,0.0,2.753488179965201,14.321523589196532,0.03904712159593129,0.6932773109243697,0.5481727574750831,0.6122448979591838,0.20905409842511047,69,0.3328,3.29,41.0,0.5942028985507246,0.854,usalign_tm,0.3328,3.29,0.48215468220273405,0.14976494322440448,-0.4759327725686058,0.19154072694491456,0.026722469018636286,0.8361783743392177
R1107,casp15_R1107TS081_2,data/casp15_rna/candidates/R1107/casp15_R1107TS081_2.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,25.06359232408187,57.22617004483176,0.07033248081841433,0.12374405076679006,0.0,0.0,2.752997110502215,14.32047837195702,0.03905259911028499,0.7008547008547008,0.5448504983388704,0.6130841121495326,0.20930942306654501,69,0.3296,3.3,41.0,0.5942028985507246,0.854,usalign_tm,0.3296,3.3,0.4729043003135457,0.14976494322440448,-0.47609503769031747,0.18690320917238842,0.026900829427491946,0.8261867461580549
R1107,casp15_R1107TS081_3,data/casp15_rna/candidates/R1107/casp15_R1107TS081_3.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,25.316589195406493,58.116126488264854,0.06947996589940324,0.12321523003701745,0.0,0.0,2.725485520262501,13.452508218770847,0.0440255830558133,0.7167381974248928,0.5548172757475083,0.6254681647940075,0.2162570784244809,69,0.3225,4.01,53.0,0.7681159420289855,0.528,usalign_tm,0.3225,4.01,0.45478781513697497,0.14976494322440448,-0.4852081976293354,0.17794456500383032,0.03694442158690636,0.7821340835148264
R1107,casp15_R1107TS081_4,data/casp15_rna/candidates/R1107/casp15_R1107TS081_4.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,24.684540309257393,52.22923046532469,0.061381074168797956,0.11898466419883659,0.0,0.0,2.795271710158255,8.92676951888433,0.09468406586229625,0.7422222222222222,0.5548172757475083,0.6349809885931558,0.2520389393884393,69,0.3243,4.12,55.0,0.7971014492753623,0.564,usalign_tm,0.3243,4.12,0.28615009916800005,0.14976494322440448,-0.4621763341789458,0.10288432789051892,0.011661690574311656,0.8687055761542992
R1107,casp15_R1107TS091_1,data/casp15_rna/candidates/R1107/casp15_R1107TS091_1.pdb,casp,data/casp15_rna/natives/R1107_7QR4.pdb,True,69,62.6640973454207,169.79693873271097,0.0392156862745098,0.0037017451084082496,0.0,0.0,1.101108957471217,59.10818740651152,0.002379771950955208,0.0,0.0,0.0,0.0015468517681208852,69,0.1538,3.58,19.0,0.2753623188405797,0.316,usalign_tm,0.1538,3.58,-0.6288968461038776,0.14976494322440448,-1.218786995611738,-0.37662096938627365,0.9432732148213998,-3.507115528085373
